instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
GBP_USD,short,347,2023-10-27T13:00:00+00:00,2023-10-30T13:00:00+00:00,1.2129150,1.21504,1.21661,-0.7373750,-0.5751014884979702300405953992,12,1.9,time,next_bar_open,False,False,
GBP_USD,short,381,2023-10-31T09:00:00+00:00,2023-11-01T09:00:00+00:00,1.2170200,1.21229,1.22039,1.8021300,1.403560830860534124629080119,12,2.0,time,next_bar_open,False,False,
GBP_USD,long,420,2023-11-01T13:00:00+00:00,2023-11-02T13:00:00+00:00,1.2123150,1.21784,1.20926,2.3205000,1.808510638297872340425531915,12,1.5,time,next_bar_open,False,False,
GBP_USD,short,373,2023-12-22T06:00:00+00:00,2023-12-22T10:00:00+00:00,1.2683800,1.27185,1.27185,-1.2943100,-1,2,2.0,stop,next_bar_open,False,False,
GBP_USD,long,653,2024-01-10T06:00:00+00:00,2024-01-11T06:00:00+00:00,1.2703450,1.27387,1.26834,2.3018250,1.758104738154613466334164589,12,1.7,time,next_bar_open,False,False,
GBP_USD,long,366,2024-01-26T06:00:00+00:00,2024-01-29T06:00:00+00:00,1.2707950,1.27027,1.26726,-0.1921500,-0.1485148514851485148514851485,12,1.9,time,next_bar_open,False,False,
GBP_USD,long,360,2024-01-29T14:00:00+00:00,2024-01-30T14:00:00+00:00,1.2695200,1.26594,1.26594,-1.2888000,-1,12,1.6,stop,next_bar_open,False,False,
GBP_USD,long,324,2024-01-30T14:00:00+00:00,2024-01-31T14:00:00+00:00,1.2677000,1.27174,1.26374,1.3089600,1.020202020202020202020202020,12,1.8,time,next_bar_open,False,False,
GBP_USD,long,357,2024-02-01T10:00:00+00:00,2024-02-02T10:00:00+00:00,1.2657700,1.26708,1.26216,0.4676700,0.3628808864265927977839335180,12,1.6,time,next_bar_open,False,False,
GBP_USD,short,442,2024-02-12T06:00:00+00:00,2024-02-13T06:00:00+00:00,1.2627700,1.26555,1.26571,-1.2287600,-0.9455782312925170068027210884,12,1.8,time,next_bar_open,False,False,
GBP_USD,short,605,2024-02-16T18:00:00+00:00,2024-02-18T22:00:00+00:00,1.2605850,1.26276,1.26276,-1.3158750,-1,2,1.9,stop,next_bar_open,False,False,
