instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_CHF,long,379,2025-03-31T09:00:00+00:00,2025-04-02T05:00:00+00:00,0.8809800,0.88435,0.87792,1.444258494939786283711200317,1.245329552261529552926690738,12,1.6,time,next_bar_open,False,False,
USD_CHF,short,320,2025-05-09T05:00:00+00:00,2025-05-11T21:00:00+00:00,0.8310700,0.83450,0.83450,-1.315278609946075494307968844,-1.198322348711803475134811265,5,1.8,stop,next_bar_open,False,False,
USD_CHF,long,353,2025-05-19T13:00:00+00:00,2025-05-20T05:00:00+00:00,0.8346000,0.83149,0.83149,-1.320316540186893408218980385,-1.202660284549423324393558552,5,1.6,stop,next_bar_open,False,False,
USD_CHF,long,416,2025-06-11T13:00:00+00:00,2025-06-11T21:00:00+00:00,0.8209000,0.81827,0.81827,-1.337064783017830300512055923,-1.222090508023024185171153776,3,1.7,stop,next_bar_open,False,False,
USD_CHF,short,171,2025-06-19T09:00:00+00:00,2025-06-23T05:00:00+00:00,0.8157400,0.81804,0.82183,-0.4807833357782015549361889394,-0.4616746231269760175690077103,12,1.8,time,next_bar_open,False,False,
USD_CHF,short,347,2025-07-08T17:00:00+00:00,2025-07-10T13:00:00+00:00,0.7967100,0.79781,0.79972,-0.4784347150324011982802923002,-0.4580645830252675503176657062,12,1.6,time,next_bar_open,False,False,
USD_CHF,long,397,2025-08-13T13:00:00+00:00,2025-08-15T09:00:00+00:00,0.8046600,0.80538,0.80199,0.3549132086716829322804142144,0.3348269405104604121552224213,12,1.6,time,next_bar_open,False,False,
USD_CHF,long,343,2025-08-28T13:00:00+00:00,2025-08-29T13:00:00+00:00,0.8022400,0.79919,0.79919,-1.309012875536480686695278970,-1.251266907744090892028178531,7,1.5,stop,next_bar_open,False,False,
USD_CHF,short,340,2025-09-03T09:00:00+00:00,2025-09-04T17:00:00+00:00,0.8039300,0.80701,0.80701,-1.297629521319438420837412176,-1.239142018066690623412349290,9,1.5,stop,next_bar_open,False,False,
USD_CHF,short,446,2025-10-02T17:00:00+00:00,2025-10-06T13:00:00+00:00,0.7979000,0.79521,0.80026,1.508708391494070748607286126,1.433370441109362647836974734,12,1.5,time,next_bar_open,False,False,
