instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
AUD_USD,short,683,2025-03-26T13:00:00+00:00,2025-03-28T09:00:00+00:00,0.6313300,0.63032,0.63328,0.6898300,0.5179487179487179487179487179,12,1.2,time,next_bar_open,False,False,
AUD_USD,short,289,2025-04-03T17:00:00+00:00,2025-04-07T13:00:00+00:00,0.6347700,0.59504,0.63923,11.4819700,8.908071748878923766816143498,12,1.4,time,next_bar_open,False,False,
AUD_USD,short,313,2025-04-29T05:00:00+00:00,2025-05-01T01:00:00+00:00,0.6410300,0.64015,0.64526,0.2754400,0.2080378250591016548463356974,12,1.5,time,next_bar_open,False,False,
AUD_USD,short,518,2025-05-02T17:00:00+00:00,2025-05-05T01:00:00+00:00,0.6446400,0.64725,0.64725,-1.3519800,-1,3,1.4,stop,next_bar_open,False,False,
AUD_USD,short,605,2025-06-02T05:00:00+00:00,2025-06-02T05:00:00+00:00,0.6453100,0.64757,0.64757,-1.3673000,-1,1,1.5,stop,next_bar_open,False,False,
AUD_USD,short,670,2025-06-05T05:00:00+00:00,2025-06-05T09:00:00+00:00,0.6491300,0.65116,0.65116,-1.3601000,-1,2,1.3,stop,next_bar_open,False,False,
AUD_USD,short,475,2025-06-05T17:00:00+00:00,2025-06-09T13:00:00+00:00,0.6512400,0.6523,0.65403,-0.5035000,-0.3799283154121863799283154122,12,1.2,time,next_bar_open,False,False,
AUD_USD,short,638,2025-06-11T13:00:00+00:00,2025-06-13T09:00:00+00:00,0.6526700,0.64797,0.65480,2.9986000,2.206572769953051643192488263,12,1.4,time,next_bar_open,False,False,
AUD_USD,long,381,2025-07-16T17:00:00+00:00,2025-07-17T01:00:00+00:00,0.6527700,0.64929,0.64929,-1.3258800,-1,3,1.3,stop,next_bar_open,False,False,
AUD_USD,long,491,2025-08-12T13:00:00+00:00,2025-08-14T09:00:00+00:00,0.6506800,0.65051,0.64798,-0.0834700,-0.06296296296296296296296296296,12,1.1,time,next_bar_open,False,False,
AUD_USD,long,561,2025-11-03T18:00:00+00:00,2025-11-04T02:00:00+00:00,0.6539900,0.65158,0.65158,-1.3520100,-1,3,1.4,stop,next_bar_open,False,False,
AUD_USD,long,562,2025-11-14T14:00:00+00:00,2025-11-17T14:00:00+00:00,0.6525700,0.65017,0.65017,-1.3488000,-1,7,1.4,stop,next_bar_open,False,False,
