instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_CHF,long,442,2023-03-31T17:00:00+00:00,2023-04-04T05:00:00+00:00,0.9140050,0.91134,0.91134,-1.292525292426536748085237123,-1.097285316127899576447867974,10,1.7,stop,next_bar_open,False,False,
USD_CHF,long,473,2023-04-21T17:00:00+00:00,2023-04-24T05:00:00+00:00,0.8929750,0.89054,0.89054,-1.293322029330518561771509421,-1.122914186897837267276034765,4,1.7,stop,next_bar_open,False,False,
USD_CHF,short,239,2023-05-17T17:00:00+00:00,2023-05-18T13:00:00+00:00,0.8980850,0.90283,0.90283,-1.256111338790248441013258310,-1.107628235658983418805312185,6,1.7,stop,next_bar_open,False,False,
USD_CHF,short,286,2023-05-30T09:00:00+00:00,2023-05-31T01:00:00+00:00,0.9046500,0.90865,0.90865,-1.259010620150773124965608320,-1.100533758873053430913993287,5,1.6,stop,next_bar_open,False,False,
USD_CHF,long,302,2023-06-22T09:00:00+00:00,2023-06-26T05:00:00+00:00,0.8942250,0.89509,0.89048,0.2918477471539174831581181781,0.2580462666813300587610130754,12,1.7,time,next_bar_open,False,False,
USD_CHF,short,176,2023-08-14T17:00:00+00:00,2023-08-16T13:00:00+00:00,0.8768450,0.87943,0.88309,-0.5173350920482585310940040708,-0.4706811740740397145843984922,12,1.7,time,next_bar_open,False,False,
USD_CHF,long,302,2023-08-24T09:00:00+00:00,2023-08-28T05:00:00+00:00,0.8794800,0.88416,0.87580,1.598534201954397394136807818,1.438358589434924231695227305,12,1.6,time,next_bar_open,False,False,
USD_CHF,long,256,2023-08-30T17:00:00+00:00,2023-09-01T13:00:00+00:00,0.8785950,0.88575,0.87427,2.067942421676545300592718036,1.867722562930405798945735220,12,1.5,time,next_bar_open,False,False,
USD_CHF,long,186,2023-10-06T13:00:00+00:00,2023-10-06T13:00:00+00:00,0.9168500,0.91064,0.91064,-1.268404638496002811209698673,-1.098128788544320477905648774,1,1.4,stop,next_bar_open,False,False,
USD_CHF,long,332,2023-10-18T17:00:00+00:00,2023-10-19T13:00:00+00:00,0.8986400,0.89521,0.89521,-1.272059069938897018576646820,-1.117056333150880798918689469,6,1.4,stop,next_bar_open,False,False,
USD_CHF,short,362,2023-12-07T14:00:00+00:00,2023-12-07T14:00:00+00:00,0.8751550,0.87822,0.87822,-1.263385028808271275990070825,-1.138666848853362483204663979,1,1.5,stop,next_bar_open,False,False,
