instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_CAD,short,417,2022-05-24T17:00:00+00:00,2022-05-25T09:00:00+00:00,1.2836800,1.28768,1.28768,-1.295352882703777335984095427,-0.7765904572564612326043737572,5,1.6,stop,next_bar_open,False,False,
USD_CAD,short,487,2022-06-30T13:00:00+00:00,2022-07-01T05:00:00+00:00,1.2901900,1.29367,1.29367,-1.310040427620645141342073326,-0.7729946586069090262586285527,5,1.8,stop,next_bar_open,False,False,
USD_CAD,short,295,2022-07-01T17:00:00+00:00,2022-07-05T09:00:00+00:00,1.2913900,1.29703,1.29703,-1.282776805470960579169333015,-0.7709921898491168284465278369,11,2.0,stop,next_bar_open,False,False,
USD_CAD,long,272,2022-07-22T17:00:00+00:00,2022-07-26T05:00:00+00:00,1.2879200,1.28186,1.28186,-1.285881453512864119326603529,-0.7801163933658901908164698171,10,2.0,stop,next_bar_open,False,False,
USD_CAD,long,487,2022-07-29T09:00:00+00:00,2022-08-01T05:00:00+00:00,1.2819500,1.27852,1.27852,-1.306518474486124581547414198,-0.7821543659856709320151425087,6,1.8,stop,next_bar_open,False,False,
USD_CAD,short,283,2022-08-02T17:00:00+00:00,2022-08-02T21:00:00+00:00,1.2832900,1.28908,1.28908,-1.271115834548670369565891954,-0.7757470444037608216712694325,2,2.0,stop,next_bar_open,False,False,
USD_CAD,short,254,2022-08-05T17:00:00+00:00,2022-08-09T13:00:00+00:00,1.2924000,1.28962,1.29885,0.5475411361486329306307284316,0.3342129867232087716722995981,12,1.9,time,next_bar_open,False,False,
USD_CAD,short,457,2022-09-07T09:00:00+00:00,2022-09-07T13:00:00+00:00,1.3171400,1.32089,1.32089,-1.297420678481932636328536063,-0.7570653120244683508846308172,2,2.0,stop,next_bar_open,False,False,
USD_CAD,long,212,2022-10-20T17:00:00+00:00,2022-10-21T17:00:00+00:00,1.3726100,1.36449,1.36449,-1.261599572001260544232643698,-0.7328745538626153361329141289,7,2.0,stop,next_bar_open,False,False,
USD_CAD,long,327,2022-10-27T17:00:00+00:00,2022-10-31T13:00:00+00:00,1.3542000,1.36428,1.34896,2.416043627407863488433459407,1.410021492756182440666631304,12,1.7,time,next_bar_open,False,False,
