instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
GBP_USD,long,223,2022-04-06T09:00:00+00:00,2022-04-08T05:00:00+00:00,1.3099900,1.30423,1.30423,-1.2844800,-1,12,1.7,stop,next_bar_open,False,False,
GBP_USD,long,230,2022-04-08T17:00:00+00:00,2022-04-12T13:00:00+00:00,1.3034700,1.30214,1.29788,-0.3059000,-0.2379248658318425760286225403,12,1.9,time,next_bar_open,False,False,
GBP_USD,short,470,2022-04-21T09:00:00+00:00,2022-04-21T09:00:00+00:00,1.3057600,1.30858,1.30858,-1.3254000,-1,1,1.7,stop,next_bar_open,False,False,
GBP_USD,short,257,2022-04-21T13:00:00+00:00,2022-04-25T09:00:00+00:00,1.3043800,1.27382,1.30940,7.8539200,6.087649402390438247011952191,12,2.0,time,next_bar_open,False,False,
GBP_USD,long,199,2022-06-22T09:00:00+00:00,2022-06-24T05:00:00+00:00,1.2220700,1.22747,1.21556,1.0746000,0.8294930875576036866359447005,12,1.7,time,next_bar_open,False,False,
GBP_USD,short,262,2022-07-22T17:00:00+00:00,2022-07-25T09:00:00+00:00,1.2019500,1.20697,1.20697,-1.3152400,-1,5,2.0,stop,next_bar_open,False,False,
GBP_USD,long,234,2022-08-04T13:00:00+00:00,2022-08-05T09:00:00+00:00,1.2116000,1.20600,1.20600,-1.3104000,-1,6,2.1,stop,next_bar_open,False,False,
GBP_USD,long,216,2022-08-18T09:00:00+00:00,2022-08-18T13:00:00+00:00,1.2050300,1.19903,1.19903,-1.2960000,-1,2,1.8,stop,next_bar_open,False,False,
GBP_USD,long,136,2022-10-20T13:00:00+00:00,2022-10-21T05:00:00+00:00,1.1258200,1.11641,1.11641,-1.2797600,-1,5,1.9,stop,next_bar_open,False,False,
GBP_USD,long,162,2022-10-21T13:00:00+00:00,2022-10-25T09:00:00+00:00,1.1133100,1.13627,1.10535,3.7195200,2.884422110552763819095477387,12,2.4,time,next_bar_open,False,False,
GBP_USD,long,258,2022-11-30T18:00:00+00:00,2022-12-02T14:00:00+00:00,1.1945400,1.22769,1.18948,8.5527000,6.551383399209486166007905138,12,1.8,time,next_bar_open,False,False,
