instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing
NZD_USD,short,361,2025-01-03T14:00:00+00:00,2025-01-06T06:00:00+00:00,0.560470,0.56405,0.56405,-1.292380,-1,4,2.4,stop,signal_bar_close
NZD_USD,long,274,2025-02-07T14:00:00+00:00,2025-02-10T14:00:00+00:00,0.565495,0.5646,0.56083,-0.245230,-0.1918542336548767416934619507,6,2.3,time,signal_bar_close
NZD_USD,long,283,2025-03-07T14:00:00+00:00,2025-03-10T13:00:00+00:00,0.570035,0.57186,0.56552,0.516475,0.4042081949058693244739756368,6,2.5,time,signal_bar_close
NZD_USD,long,163,2025-04-04T13:00:00+00:00,2025-04-07T13:00:00+00:00,0.557195,0.55088,0.54943,-1.029345,-0.8132646490663232453316162267,6,2.5,time,signal_bar_close
NZD_USD,short,242,2025-05-02T13:00:00+00:00,2025-05-05T13:00:00+00:00,0.594935,0.59653,0.60018,-0.385990,-0.3040991420400381315538608198,6,2.3,time,signal_bar_close
NZD_USD,long,272,2025-06-06T13:00:00+00:00,2025-06-09T13:00:00+00:00,0.601270,0.60511,0.59658,1.044480,0.8187633262260127931769722814,6,2.4,time,signal_bar_close
NZD_USD,long,281,2025-07-04T13:00:00+00:00,2025-07-07T01:00:00+00:00,0.605690,0.60114,0.60114,-1.278550,-1,3,2.4,stop,signal_bar_close
NZD_USD,short,266,2025-08-01T13:00:00+00:00,2025-08-04T13:00:00+00:00,0.590220,0.59065,0.59500,-0.114380,-0.08995815899581589958158995816,6,2.4,time,signal_bar_close
NZD_USD,short,321,2025-09-05T13:00:00+00:00,2025-09-08T09:00:00+00:00,0.589820,0.59381,0.59381,-1.280790,-1,5,2.4,stop,signal_bar_close
NZD_USD,short,371,2025-10-03T13:00:00+00:00,2025-10-06T13:00:00+00:00,0.583145,0.58407,0.58660,-0.343175,-0.2677279305354558610709117221,6,2.3,time,signal_bar_close
NZD_USD,short,346,2025-11-07T14:00:00+00:00,2025-11-10T14:00:00+00:00,0.562035,0.56472,0.56573,-0.929010,-0.7266576454668470906630581867,6,2.3,time,signal_bar_close
