instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
GBP_USD,long,388,2021-10-27T13:00:00+00:00,2021-10-29T09:00:00+00:00,1.3741400,1.37582,1.37075,0.6518400,0.4955752212389380530973451327,12,1.7,time,next_bar_open,False,False,
GBP_USD,short,483,2021-12-15T10:00:00+00:00,2021-12-16T06:00:00+00:00,1.3258000,1.32856,1.32856,-1.3330800,-1,6,1.7,stop,next_bar_open,False,False,
GBP_USD,long,520,2022-01-21T14:00:00+00:00,2022-01-21T14:00:00+00:00,1.3575600,1.35500,1.35500,-1.3312000,-1,1,1.6,stop,next_bar_open,False,False,
GBP_USD,long,248,2022-02-15T18:00:00+00:00,2022-02-17T14:00:00+00:00,1.3534700,1.36228,1.34826,2.1848800,1.690978886756238003838771593,12,1.9,time,next_bar_open,False,False,
GBP_USD,long,208,2022-02-22T18:00:00+00:00,2022-02-23T18:00:00+00:00,1.3597200,1.35352,1.35352,-1.2896000,-1,7,2.0,stop,next_bar_open,False,False,
GBP_USD,long,337,2022-03-28T09:00:00+00:00,2022-03-28T09:00:00+00:00,1.3165200,1.31267,1.31267,-1.2974500,-1,1,1.5,stop,next_bar_open,False,False,
GBP_USD,long,222,2022-04-06T09:00:00+00:00,2022-04-08T05:00:00+00:00,1.3099900,1.30423,1.30423,-1.2787200,-1,12,1.7,stop,next_bar_open,False,False,
GBP_USD,long,229,2022-04-08T17:00:00+00:00,2022-04-12T13:00:00+00:00,1.3034700,1.30214,1.29788,-0.3045700,-0.2379248658318425760286225403,12,1.9,time,next_bar_open,False,False,
GBP_USD,short,467,2022-04-21T09:00:00+00:00,2022-04-21T09:00:00+00:00,1.3057600,1.30858,1.30858,-1.3169400,-1,1,1.7,stop,next_bar_open,False,False,
GBP_USD,short,256,2022-04-21T13:00:00+00:00,2022-04-25T09:00:00+00:00,1.3043800,1.27382,1.30940,7.8233600,6.087649402390438247011952191,12,2.0,time,next_bar_open,False,False,
