instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips,protective_stop_armed,protective_stop_arm_time,protective_stop_arm_mfe_r,protective_stop_exit,thesis_invalidation_exit,zscore_at_exit
USD_CAD,long,858,2021-07-21T02:15:00+00:00,2021-07-21T08:30:00+00:00,1.270395,1.26845,1.26845,-1.315629311364263471165595806,-0.7883637510347274232330797431,23,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,760,2021-07-21T11:30:00+00:00,2021-07-21T12:15:00+00:00,1.269545,1.26737,1.26737,-1.304275783709571790400593355,-0.7890355618327718030251623442,4,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,806,2021-07-27T13:45:00+00:00,2021-07-27T14:00:00+00:00,1.259165,1.25713,1.25713,-1.304725843787038731077931479,-0.7954626808683270624358658214,2,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,593,2021-07-27T15:45:00+00:00,2021-07-28T03:00:00+00:00,1.258685,1.25778,1.25597,-0.4266763662961726216031420439,-0.2650171996162550949556626225,32,1.7,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,984,2021-08-02T03:30:00+00:00,2021-08-02T13:45:00+00:00,1.247385,1.24622,1.24906,0.9198696859302530853300380350,0.5581056218482302422825130658,32,2.1,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,957,2021-08-03T01:15:00+00:00,2021-08-03T09:45:00+00:00,1.250155,1.25119,1.24843,0.7916423564766342441995220550,0.4795434746121692149074081474,32,2.1,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,821,2021-08-26T14:30:00+00:00,2021-08-27T01:30:00+00:00,1.262860,1.26969,1.26085,4.416377225937039749860202097,2.676251644298022524321269473,32,2.0,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,884,2021-09-21T10:45:00+00:00,2021-09-21T18:30:00+00:00,1.276380,1.28126,1.27447,3.366935672697188704868644928,1.994110346057419099801381706,32,2.0,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,551,2021-09-22T18:45:00+00:00,2021-09-22T19:15:00+00:00,1.275495,1.27245,1.27245,-1.318554756571967464340445597,-0.7858854964831624032378482455,3,2.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,838,2021-09-23T02:45:00+00:00,2021-09-23T03:15:00+00:00,1.278160,1.27614,1.27614,-1.326468882724465967683796449,-0.7836130832040371746046671997,3,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,999,2021-10-12T02:45:00+00:00,2021-10-12T11:30:00+00:00,1.248315,1.24597,1.25000,1.880185718757273449601515285,1.116954175990396004076192088,32,2.3,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,657,2021-10-15T15:00:00+00:00,2021-10-15T15:45:00+00:00,1.235715,1.23818,1.23818,-1.307972184981182057536060993,-0.8076370156196998820849957197,4,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,864,2021-10-18T01:45:00+00:00,2021-10-18T03:15:00+00:00,1.237475,1.23937,1.23937,-1.321058279609801754117011062,-0.8068615506265279940614989873,7,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1086,2021-10-18T08:00:00+00:00,2021-10-18T08:30:00+00:00,1.238985,1.24050,1.24050,-1.326311970979443772672309553,-0.8061265618702136235388956069,3,1.7,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,715,2021-10-19T15:45:00+00:00,2021-10-20T05:15:00+00:00,1.234845,1.2344,1.23710,0.2577568049254698639014906027,0.1598665312052283899967380042,32,1.9,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,996,2021-10-20T07:30:00+00:00,2021-10-20T09:15:00+00:00,1.233760,1.23541,1.23541,-1.330246638767696554180393554,-0.8094478756040504771695226689,8,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1373,2021-10-21T00:00:00+00:00,2021-10-21T06:30:00+00:00,1.232375,1.23361,1.23361,-1.374547061064680085278167330,-0.8106289670155073321390066552,26,2.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,953,2021-10-21T10:15:00+00:00,2021-10-21T15:30:00+00:00,1.232950,1.23467,1.23467,-1.327609806668988474653146185,-0.8099330185393667943661059232,20,2.2,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1070,2021-10-22T13:45:00+00:00,2021-10-22T14:00:00+00:00,1.232490,1.23402,1.23402,-1.326639762726698108620605825,-0.8103596376071700620735482408,2,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,900,2021-10-28T13:15:00+00:00,2021-10-28T23:30:00+00:00,1.23620,1.2347,1.23800,1.093383008018142058799708431,0.6749277827272481844442644636,32,2,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,955,2021-11-04T03:00:00+00:00,2021-11-04T05:15:00+00:00,1.239050,1.24077,1.24077,-1.323855347888810980278375525,-0.8059511432416966883467524199,6,2.2,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1115,2021-11-09T08:45:00+00:00,2021-11-09T14:15:00+00:00,1.243985,1.24547,1.24547,-1.329437882887584606614370479,-0.8029097449155740403221273899,22,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,651,2021-11-09T17:15:00+00:00,2021-11-10T05:15:00+00:00,1.244655,1.2441,1.24712,0.2904147576561369664817940680,0.1809759101498627273265309217,32,2.1,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,907,2021-11-10T14:00:00+00:00,2021-11-10T15:45:00+00:00,1.241540,1.24333,1.24333,-1.305791704535400899198121175,-0.8042917005139423966284091917,8,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1196,2021-11-15T13:00:00+00:00,2021-11-15T14:15:00+00:00,1.253295,1.25190,1.25190,-1.332710280373831775700934579,-0.7987858455148174774342998639,6,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1473,2021-11-19T08:00:00+00:00,2021-11-19T15:45:00+00:00,1.259825,1.26398,1.25870,4.842097976233801167739995886,2.921987162244128335363956181,32,1.5,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,709,2021-11-19T16:00:00+00:00,2021-11-22T04:00:00+00:00,1.264285,1.26397,1.26198,-0.1766932759480050950576358616,-0.1081192085323835135231473014,32,1.9,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,769,2021-11-23T17:15:00+00:00,2021-11-23T18:45:00+00:00,1.272085,1.26993,1.26993,-1.304949879127195987180395770,-0.7874449772822124054081721041,7,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1089,2021-11-24T03:15:00+00:00,2021-11-24T08:30:00+00:00,1.268710,1.26717,1.26717,-1.323468832121972584578233386,-0.7891600969088599004079957700,19,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,926,2021-11-24T14:45:00+00:00,2021-11-24T15:15:00+00:00,1.269600,1.26779,1.26779,-1.322032828780791771507899573,-0.7887741660685129240647110324,3,2.4,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,844,2021-11-29T20:00:00+00:00,2021-11-29T20:45:00+00:00,1.277235,1.27528,1.27528,-1.293849193902515526002132865,-0.7841415218618656295088137507,4,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1271,2021-11-30T04:45:00+00:00,2021-11-30T12:30:00+00:00,1.274530,1.27738,1.27319,2.835765394792465828492695987,1.665021897666936263896506445,32,2.2,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,975,2021-12-02T08:15:00+00:00,2021-12-02T09:00:00+00:00,1.280140,1.27843,1.27843,-1.304138670087529235077399623,-0.7822094287524541820827108250,4,1.8,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,651,2021-12-02T15:15:00+00:00,2021-12-03T01:15:00+00:00,1.281880,1.28289,1.27937,0.5125225077754133246030446882,0.3136593458885890077802734917,32,1.8,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1178,2021-12-03T07:00:00+00:00,2021-12-03T13:30:00+00:00,1.282015,1.28057,1.28057,-1.329259626572541914928508399,-0.7809022544648086399025433989,27,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,474,2021-12-03T16:15:00+00:00,2021-12-06T01:30:00+00:00,1.281275,1.28253,1.27785,0.4638254075928048466702533274,0.2857035372772828523639491992,32,2.1,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,671,2021-12-10T15:00:00+00:00,2021-12-10T15:15:00+00:00,1.272455,1.27000,1.27000,-1.297090551181102362204724409,-0.7874015748031496062992125982,2,2.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,577,2021-12-10T15:45:00+00:00,2021-12-13T07:15:00+00:00,1.271345,1.27406,1.26855,1.229577099979592797827417861,0.7624267771922458697459984318,32,1.9,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,634,2021-12-15T19:30:00+00:00,2021-12-15T19:30:00+00:00,1.290515,1.28791,1.28791,-1.282364450932130350723264824,-0.7764517706982630773889479853,1,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1289,2021-12-21T07:15:00+00:00,2021-12-21T15:30:00+00:00,1.293185,1.29277,1.29184,-0.4137897692551652652830743288,-0.2386736897310472458019526556,32,2.3,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1009,2021-12-21T16:00:00+00:00,2021-12-21T20:15:00+00:00,1.293295,1.29165,1.29165,-1.285026903572949328378430689,-0.7742035381101691634730770717,17,1.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1532,2021-12-22T13:45:00+00:00,2021-12-22T14:30:00+00:00,1.291520,1.29039,1.29039,-1.341578902502344252512806206,-0.7749595083656878928076008029,3,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,929,2022-01-05T19:15:00+00:00,2022-01-06T07:45:00+00:00,1.273260,1.28035,1.27148,5.144382395438747217557699067,3.110982205971593968117039626,32,2.2,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,526,2022-01-06T15:30:00+00:00,2022-01-07T01:15:00+00:00,1.276595,1.27093,1.27968,2.344574445484802467484440528,1.444851172103951086444552956,32,1.9,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,692,2022-01-07T14:15:00+00:00,2022-01-10T00:00:00+00:00,1.270645,1.26493,1.27301,3.126481307266014720182144466,1.910374871540660841622251565,32,1.9,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,774,2022-01-10T19:15:00+00:00,2022-01-11T07:00:00+00:00,1.267530,1.26555,1.26967,1.210951760104302477183833116,0.7310921297932227759568168248,32,2.0,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1007,2022-01-14T03:00:00+00:00,2022-01-14T12:30:00+00:00,1.250735,1.25159,1.25241,-0.6879129746961864508345384671,-0.4078394371911167800527877793,32,2.5,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1461,2022-01-17T07:15:00+00:00,2022-01-17T15:45:00+00:00,1.253895,1.25201,1.25505,2.199650961254303080646320716,1.303531626771856482481796976,32,1.7,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,900,2022-01-17T16:30:00+00:00,2022-01-18T03:45:00+00:00,1.251445,1.25328,1.25328,-1.317742244350823439295289161,-0.7979062938848461636665390015,16,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,697,2022-01-18T06:45:00+00:00,2022-01-18T09:15:00+00:00,1.250415,1.25276,1.25276,-1.304691241738241961748459402,-0.7982374916185063380056834512,11,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,719,2022-01-18T19:15:00+00:00,2022-01-19T06:15:00+00:00,1.252900,1.25122,1.25518,0.9653937756749412573328431451,0.5888989188657133795310513781,32,2.2,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,912,2022-01-19T06:45:00+00:00,2022-01-19T07:45:00+00:00,1.250285,1.25209,1.25209,-1.314729771821514427876590341,-0.7986646327340686372385371659,5,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,700,2022-01-19T17:15:00+00:00,2022-01-19T23:00:00+00:00,1.249085,1.25139,1.25139,-1.289366224758069027241707222,-0.7991113881363923317271194434,18,1.7,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1021,2022-01-20T01:00:00+00:00,2022-01-20T09:45:00+00:00,1.249960,1.24884,1.25159,0.9156657378046827455879055764,0.5502038406979099917606974856,32,2.2,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,629,2022-01-25T01:15:00+00:00,2022-01-25T09:00:00+00:00,1.264590,1.26474,1.26198,0.07460031310783243986906399734,0.04544116922673125856225231154,32,2.2,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,693,2022-01-27T11:00:00+00:00,2022-01-27T13:15:00+00:00,1.270575,1.26818,1.26818,-1.308753489252314340235613241,-0.7885315964610701950827169645,10,2.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,523,2022-01-27T15:30:00+00:00,2022-01-28T01:00:00+00:00,1.270510,1.27349,1.26740,1.223833716794007020078681419,0.7524200087265571616131773893,32,2.0,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,590,2022-01-28T17:30:00+00:00,2022-01-31T01:45:00+00:00,1.277320,1.27452,1.27452,-1.296174245990647459435709130,-0.7846091077425226752032137591,27,2.2,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,1112,2022-01-31T10:00:00+00:00,2022-01-31T15:45:00+00:00,1.273485,1.27197,1.27197,-1.324465199650935163565178424,-0.7861820640423909368931657193,24,1.9,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,916,2022-02-07T08:30:00+00:00,2022-02-07T12:00:00+00:00,1.273580,1.27176,1.27176,-1.310876265962131219726992514,-0.7863118827451720450399446435,14,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,776,2022-03-09T12:45:00+00:00,2022-03-09T14:15:00+00:00,1.284110,1.28198,1.28198,-1.289318086085586358601538246,-0.7800433704113948735549696566,7,1.8,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,long,689,2022-03-09T18:45:00+00:00,2022-03-09T23:45:00+00:00,1.282365,1.27997,1.27997,-1.289213809698664812456541950,-0.7812683109760385009023648991,16,2.1,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,846,2022-03-18T14:15:00+00:00,2022-03-18T15:30:00+00:00,1.261660,1.26359,1.26359,-1.292175468308549450375517375,-0.7913959433043946216731693033,6,2.0,stop,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,728,2022-03-18T16:45:00+00:00,2022-03-21T01:45:00+00:00,1.261340,1.2594,1.26356,1.121422899793552485310465301,0.6938811131283737286595790646,32,2.0,time,next_bar_open,False,False,,False,,,False,False,
USD_CAD,short,1199,2022-03-21T12:30:00+00:00,2022-03-21T20:15:00+00:00,1.260510,1.25971,1.26189,0.7614450945058783370775813481,0.4601933341225649013535321392,32,1.8,time,next_bar_open,False,False,,False,,,False,False,
