instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips,protective_stop_armed,protective_stop_arm_time,protective_stop_arm_mfe_r,protective_stop_exit,thesis_invalidation_exit,zscore_at_exit
USD_JPY,short,1109,2021-07-09T10:00:00+00:00,2021-07-09T13:45:00+00:00,110.0100,110.140,110.140,-1.308970401307426911203922281,-0.009079353550027238060650081716,16,1.2,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,985,2021-07-15T13:30:00+00:00,2021-07-15T14:45:00+00:00,109.9075,110.053,110.053,-1.302258911615312622100260783,-0.009086531035046750202175315527,6,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,1129,2021-07-15T17:30:00+00:00,2021-07-16T02:30:00+00:00,109.9265,110.054,110.054,-1.307971541243389608737528849,-0.009086448470750722372653424679,29,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,1014,2021-07-20T09:30:00+00:00,2021-07-20T14:15:00+00:00,109.5570,109.698,109.698,-1.303341902313624678663239075,-0.009115936480154606282703422126,20,1.4,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,682,2021-09-28T15:00:00+00:00,2021-09-28T15:30:00+00:00,111.4610,111.253,111.253,-1.275075728294967326723773741,-0.008988521657842934572550852562,3,1.2,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,751,2021-09-28T17:00:00+00:00,2021-09-29T03:15:00+00:00,111.4310,111.451,111.241,0.1347677454666176167104826336,0.0009444792589993525594679559437,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,910,2021-09-29T10:30:00+00:00,2021-09-29T18:45:00+00:00,111.3695,111.975,111.212,4.920785889707524000893056486,0.03433306045496266527746768872,32,1.3,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1099,2021-10-05T08:45:00+00:00,2021-10-05T16:30:00+00:00,111.1790,111.435,111.047,2.524736393413200520482792659,0.01740381333866325116829895400,32,1.2,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,968,2021-10-06T16:45:00+00:00,2021-10-07T03:30:00+00:00,111.4010,111.431,111.250,0.2606097046602830451131193295,0.001782946367606336852889273504,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,845,2021-10-12T08:00:00+00:00,2021-10-12T15:45:00+00:00,113.3110,113.682,113.136,2.757648528351014232684154044,0.01864851075807955525061135448,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1126,2021-10-13T03:30:00+00:00,2021-10-13T11:45:00+00:00,113.5010,113.542,113.367,0.4065984393440312835778830741,0.002694775054638207388310775656,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,745,2021-10-13T16:00:00+00:00,2021-10-13T19:15:00+00:00,113.5045,113.306,113.306,-1.305160362205002382927647256,-0.008825657952800381268423560976,14,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1219,2021-10-14T00:30:00+00:00,2021-10-14T08:45:00+00:00,113.3910,113.418,113.269,0.2901920330106332328201872719,0.001951290583591987740691693486,32,1.0,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1042,2021-10-14T10:45:00+00:00,2021-10-14T18:30:00+00:00,113.4255,113.66,113.282,2.149824036600387119479148337,0.01437749728544267670373342832,32,1.3,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,722,2021-10-15T15:45:00+00:00,2021-10-18T01:00:00+00:00,114.3105,114.104,114.104,-1.306641309682395008062819884,-0.008763934656103204094510271334,30,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,941,2021-10-18T03:15:00+00:00,2021-10-18T11:00:00+00:00,114.2700,114.285,114.110,0.1235070219188869930437065232,0.0008203176269851686573041081509,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,946,2021-10-19T09:30:00+00:00,2021-10-19T17:30:00+00:00,114.1130,114.245,113.955,1.093019388157030942273184822,0.007312731742961911193520919675,32,1.2,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1033,2021-10-20T09:45:00+00:00,2021-10-20T12:00:00+00:00,114.4625,114.316,114.316,-1.323826061093810140312817103,-0.008747681864305958920885965216,10,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,857,2021-10-20T14:45:00+00:00,2021-10-20T16:30:00+00:00,114.3385,114.164,114.164,-1.309926947198766686521145019,-0.008759328685049577800357380607,8,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1048,2021-10-20T19:15:00+00:00,2021-10-21T04:00:00+00:00,114.2915,114.147,114.147,-1.326675252087220864324073344,-0.008760633218569038170078933305,28,1.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,1057,2021-11-09T13:45:00+00:00,2021-11-09T21:45:00+00:00,112.9400,112.89,113.081,0.4681548409956594915404375941,0.003141198769403970098300674290,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1100,2021-11-11T15:00:00+00:00,2021-11-12T01:45:00+00:00,113.9790,114.275,113.842,2.849267118792386786261211989,0.01890688200923946108998813530,32,1.4,time,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,527,2021-11-29T15:45:00+00:00,2021-11-30T00:15:00+00:00,113.5945,113.874,113.874,-1.293504223966840543056360539,-0.008781635843124857298417549222,30,1.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,424,2021-11-30T18:30:00+00:00,2021-12-01T01:00:00+00:00,113.0185,113.361,113.361,-1.281040216652993533931422623,-0.008821375958221963461860781043,23,1.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,718,2021-12-01T03:45:00+00:00,2021-12-01T06:15:00+00:00,113.3270,113.531,113.531,-1.290149826919519778738846659,-0.008808166932379702460121024216,11,1.2,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,855,2021-12-01T07:45:00+00:00,2021-12-01T08:45:00+00:00,113.4020,113.575,113.575,-1.302355271846797270526084085,-0.008804754567466431873211534226,5,1.4,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,626,2021-12-02T15:15:00+00:00,2021-12-02T17:00:00+00:00,112.9025,113.135,113.135,-1.286471914084942767490166615,-0.008838997657665620718610509567,8,1.5,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,890,2021-12-06T03:30:00+00:00,2021-12-06T06:45:00+00:00,112.9530,113.118,113.118,-1.298201877685249031984299581,-0.008840326031224031542283279408,13,1.4,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,short,976,2021-12-06T12:15:00+00:00,2021-12-06T15:00:00+00:00,113.1410,113.292,113.292,-1.300850898563005331356141652,-0.008826748578893478798149913500,12,1.4,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,1083,2021-12-07T13:30:00+00:00,2021-12-07T15:30:00+00:00,113.6605,113.524,113.524,-1.302187202706035728127972940,-0.008808710052499911912899475003,9,1.3,stop,next_bar_open,False,False,,False,,,False,False,
USD_JPY,long,906,2021-12-07T16:00:00+00:00,2021-12-07T20:30:00+00:00,113.6765,113.515,113.515,-1.288983834735497511342113377,-0.008809408448222701845571069902,19,1.3,stop,next_bar_open,False,False,,False,,,False,False,
