instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_JPY,long,119,2025-06-19T17:00:00+00:00,2025-06-30T13:00:00+00:00,145.74300,144.217,142.671,-1.259171942281423133195115694,-0.003444426050095804701711078907,42,1.7,time,next_bar_open,False,False,
USD_JPY,long,119,2025-07-07T13:00:00+00:00,2025-07-16T09:00:00+00:00,145.61700,148.696,142.572,2.464094528433851616721364394,0.006800222236298247897010844045,42,1.6,time,next_bar_open,False,False,
USD_JPY,short,126,2025-07-22T17:00:00+00:00,2025-07-30T17:00:00+00:00,146.40700,149.315,149.315,-2.453926263268928105012892208,-0.006697250778555403007065599572,37,1.4,stop,next_bar_open,False,False,
USD_JPY,long,140,2025-08-22T05:00:00+00:00,2025-09-02T01:00:00+00:00,148.77200,147.718,146.120,-0.9989303944001408088384624758,-0.002690504186598095261900620760,42,1.7,time,next_bar_open,False,False,
USD_JPY,long,194,2025-09-02T09:00:00+00:00,2025-09-09T05:00:00+00:00,148.46900,146.552,146.552,-2.537652164419455210437250942,-0.006823516567498225885692450462,30,2.0,stop,next_bar_open,False,False,
USD_JPY,long,149,2025-09-24T13:00:00+00:00,2025-10-03T09:00:00+00:00,148.69000,147.26,146.217,-1.446896645389107700665489610,-0.003926694598005052420274507256,42,1.3,time,next_bar_open,False,False,
USD_JPY,long,197,2025-11-12T06:00:00+00:00,2025-11-21T02:00:00+00:00,154.67200,157.218,152.723,3.190232670559350710478443944,0.008308914556102832144763666240,42,1.8,time,next_bar_open,False,False,
