instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
EUR_USD,short,791,2023-04-20T13:00:00+00:00,2023-04-21T13:00:00+00:00,1.0975400,1.09926,1.09926,-1.3605200,-1,12,1.4,stop,next_bar_open,False,False,
EUR_USD,long,724,2023-05-02T13:00:00+00:00,2023-05-03T13:00:00+00:00,1.0957400,1.10464,1.09389,6.4436000,4.810810810810810810810810811,12,1.3,time,next_bar_open,False,False,
