instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
GBP_USD,long,223,2022-04-06T09:00:00+00:00,2022-04-08T05:00:00+00:00,1.3099050,1.30423,1.30423,-1.2655250,-1,12,1.7,stop,next_bar_open,False,False,
GBP_USD,long,230,2022-04-08T17:00:00+00:00,2022-04-12T13:00:00+00:00,1.3033750,1.30214,1.29788,-0.2840500,-0.2247497725204731574158325751,12,1.9,time,next_bar_open,False,False,
GBP_USD,short,470,2022-04-21T09:00:00+00:00,2022-04-21T09:00:00+00:00,1.3058450,1.30858,1.30858,-1.2854500,-1,1,1.7,stop,next_bar_open,False,False,
GBP_USD,short,257,2022-04-21T13:00:00+00:00,2022-04-25T09:00:00+00:00,1.3044800,1.27382,1.30940,7.8796200,6.231707317073170731707317073,12,2.0,time,next_bar_open,False,False,
GBP_USD,long,199,2022-06-22T09:00:00+00:00,2022-06-24T05:00:00+00:00,1.2219850,1.22747,1.21556,1.0915150,0.8536964980544747081712062257,12,1.7,time,next_bar_open,False,False,
GBP_USD,short,262,2022-07-22T17:00:00+00:00,2022-07-25T09:00:00+00:00,1.2020500,1.20697,1.20697,-1.2890400,-1,5,2.0,stop,next_bar_open,False,False,
GBP_USD,long,234,2022-08-04T13:00:00+00:00,2022-08-05T09:00:00+00:00,1.2114950,1.20600,1.20600,-1.2858300,-1,6,2.1,stop,next_bar_open,False,False,
GBP_USD,long,216,2022-08-18T09:00:00+00:00,2022-08-18T13:00:00+00:00,1.2049400,1.19903,1.19903,-1.2765600,-1,2,1.8,stop,next_bar_open,False,False,
GBP_USD,long,136,2022-10-20T13:00:00+00:00,2022-10-21T05:00:00+00:00,1.1257250,1.11641,1.11641,-1.2668400,-1,5,1.9,stop,next_bar_open,False,False,
GBP_USD,long,162,2022-10-21T13:00:00+00:00,2022-10-25T09:00:00+00:00,1.1131900,1.13627,1.10535,3.7389600,2.943877551020408163265306122,12,2.4,time,next_bar_open,False,False,
GBP_USD,long,258,2022-11-30T18:00:00+00:00,2022-12-02T14:00:00+00:00,1.1944500,1.22769,1.18948,8.5759200,6.688128772635814889336016097,12,1.8,time,next_bar_open,False,False,
