date,currency,rate,series_id
2005-01-01 00:00:00+00:00,AUD,5.42,IR3TIB01AUM156N
2005-02-01 00:00:00+00:00,AUD,5.63,IR3TIB01AUM156N
2005-03-01 00:00:00+00:00,AUD,5.81,IR3TIB01AUM156N
2005-04-01 00:00:00+00:00,AUD,5.75,IR3TIB01AUM156N
2005-05-01 00:00:00+00:00,AUD,5.68,IR3TIB01AUM156N
2005-06-01 00:00:00+00:00,AUD,5.66,IR3TIB01AUM156N
2005-07-01 00:00:00+00:00,AUD,5.65,IR3TIB01AUM156N
2005-08-01 00:00:00+00:00,AUD,5.62,IR3TIB01AUM156N
2005-09-01 00:00:00+00:00,AUD,5.62,IR3TIB01AUM156N
2005-10-01 00:00:00+00:00,AUD,5.63,IR3TIB01AUM156N
2005-11-01 00:00:00+00:00,AUD,5.63,IR3TIB01AUM156N
2005-12-01 00:00:00+00:00,AUD,5.63,IR3TIB01AUM156N
2006-01-01 00:00:00+00:00,AUD,5.63,IR3TIB01AUM156N
2006-02-01 00:00:00+00:00,AUD,5.61,IR3TIB01AUM156N
2006-03-01 00:00:00+00:00,AUD,5.61,IR3TIB01AUM156N
2006-04-01 00:00:00+00:00,AUD,5.69,IR3TIB01AUM156N
2006-05-01 00:00:00+00:00,AUD,5.87,IR3TIB01AUM156N
2006-06-01 00:00:00+00:00,AUD,5.96,IR3TIB01AUM156N
2006-07-01 00:00:00+00:00,AUD,6.05,IR3TIB01AUM156N
2006-08-01 00:00:00+00:00,AUD,6.19,IR3TIB01AUM156N
2006-09-01 00:00:00+00:00,AUD,6.21,IR3TIB01AUM156N
2006-10-01 00:00:00+00:00,AUD,6.28,IR3TIB01AUM156N
2006-11-01 00:00:00+00:00,AUD,6.37,IR3TIB01AUM156N
2006-12-01 00:00:00+00:00,AUD,6.39,IR3TIB01AUM156N
2007-01-01 00:00:00+00:00,AUD,6.43,IR3TIB01AUM156N
2007-02-01 00:00:00+00:00,AUD,6.37,IR3TIB01AUM156N
2007-03-01 00:00:00+00:00,AUD,6.43,IR3TIB01AUM156N
2007-04-01 00:00:00+00:00,AUD,6.48,IR3TIB01AUM156N
2007-05-01 00:00:00+00:00,AUD,6.37,IR3TIB01AUM156N
2007-06-01 00:00:00+00:00,AUD,6.42,IR3TIB01AUM156N
2007-07-01 00:00:00+00:00,AUD,6.47,IR3TIB01AUM156N
2007-08-01 00:00:00+00:00,AUD,6.75,IR3TIB01AUM156N
2007-09-01 00:00:00+00:00,AUD,6.94,IR3TIB01AUM156N
2007-10-01 00:00:00+00:00,AUD,6.91,IR3TIB01AUM156N
2007-11-01 00:00:00+00:00,AUD,7.15,IR3TIB01AUM156N
2007-12-01 00:00:00+00:00,AUD,7.29,IR3TIB01AUM156N
2008-01-01 00:00:00+00:00,AUD,7.18,IR3TIB01AUM156N
2008-02-01 00:00:00+00:00,AUD,7.69,IR3TIB01AUM156N
2008-03-01 00:00:00+00:00,AUD,7.9,IR3TIB01AUM156N
2008-04-01 00:00:00+00:00,AUD,7.84,IR3TIB01AUM156N
2008-05-01 00:00:00+00:00,AUD,7.75,IR3TIB01AUM156N
2008-06-01 00:00:00+00:00,AUD,7.81,IR3TIB01AUM156N
2008-07-01 00:00:00+00:00,AUD,7.75,IR3TIB01AUM156N
2008-08-01 00:00:00+00:00,AUD,7.31,IR3TIB01AUM156N
2008-09-01 00:00:00+00:00,AUD,7.27,IR3TIB01AUM156N
2008-10-01 00:00:00+00:00,AUD,6.03,IR3TIB01AUM156N
2008-11-01 00:00:00+00:00,AUD,4.76,IR3TIB01AUM156N
2008-12-01 00:00:00+00:00,AUD,4.39,IR3TIB01AUM156N
2009-01-01 00:00:00+00:00,AUD,3.74,IR3TIB01AUM156N
2009-02-01 00:00:00+00:00,AUD,3.16,IR3TIB01AUM156N
2009-03-01 00:00:00+00:00,AUD,3.16,IR3TIB01AUM156N
2009-04-01 00:00:00+00:00,AUD,3.1,IR3TIB01AUM156N
2009-05-01 00:00:00+00:00,AUD,3.13,IR3TIB01AUM156N
2009-06-01 00:00:00+00:00,AUD,3.25,IR3TIB01AUM156N
2009-07-01 00:00:00+00:00,AUD,3.14,IR3TIB01AUM156N
2009-08-01 00:00:00+00:00,AUD,3.3,IR3TIB01AUM156N
2009-09-01 00:00:00+00:00,AUD,3.37,IR3TIB01AUM156N
2009-10-01 00:00:00+00:00,AUD,3.78,IR3TIB01AUM156N
2009-11-01 00:00:00+00:00,AUD,3.95,IR3TIB01AUM156N
2009-12-01 00:00:00+00:00,AUD,4.13,IR3TIB01AUM156N
2010-01-01 00:00:00+00:00,AUD,4.2,IR3TIB01AUM156N
2010-02-01 00:00:00+00:00,AUD,4.16,IR3TIB01AUM156N
2010-03-01 00:00:00+00:00,AUD,4.33,IR3TIB01AUM156N
2010-04-01 00:00:00+00:00,AUD,4.55,IR3TIB01AUM156N
2010-05-01 00:00:00+00:00,AUD,4.81,IR3TIB01AUM156N
2010-06-01 00:00:00+00:00,AUD,4.89,IR3TIB01AUM156N
2010-07-01 00:00:00+00:00,AUD,4.84,IR3TIB01AUM156N
2010-08-01 00:00:00+00:00,AUD,4.74,IR3TIB01AUM156N
2010-09-01 00:00:00+00:00,AUD,4.82,IR3TIB01AUM156N
2010-10-01 00:00:00+00:00,AUD,4.81,IR3TIB01AUM156N
2010-11-01 00:00:00+00:00,AUD,5.01,IR3TIB01AUM156N
2010-12-01 00:00:00+00:00,AUD,5.03,IR3TIB01AUM156N
2011-01-01 00:00:00+00:00,AUD,4.96,IR3TIB01AUM156N
2011-02-01 00:00:00+00:00,AUD,4.92,IR3TIB01AUM156N
2011-03-01 00:00:00+00:00,AUD,4.92,IR3TIB01AUM156N
2011-04-01 00:00:00+00:00,AUD,4.9,IR3TIB01AUM156N
2011-05-01 00:00:00+00:00,AUD,5.0,IR3TIB01AUM156N
2011-06-01 00:00:00+00:00,AUD,4.99,IR3TIB01AUM156N
2011-07-01 00:00:00+00:00,AUD,4.96,IR3TIB01AUM156N
2011-08-01 00:00:00+00:00,AUD,4.86,IR3TIB01AUM156N
2011-09-01 00:00:00+00:00,AUD,4.81,IR3TIB01AUM156N
2011-10-01 00:00:00+00:00,AUD,4.72,IR3TIB01AUM156N
2011-11-01 00:00:00+00:00,AUD,4.62,IR3TIB01AUM156N
2011-12-01 00:00:00+00:00,AUD,4.51,IR3TIB01AUM156N
2012-01-01 00:00:00+00:00,AUD,4.41,IR3TIB01AUM156N
2012-02-01 00:00:00+00:00,AUD,4.37,IR3TIB01AUM156N
2012-03-01 00:00:00+00:00,AUD,4.44,IR3TIB01AUM156N
2012-04-01 00:00:00+00:00,AUD,4.2,IR3TIB01AUM156N
2012-05-01 00:00:00+00:00,AUD,3.66,IR3TIB01AUM156N
2012-06-01 00:00:00+00:00,AUD,3.49,IR3TIB01AUM156N
2012-07-01 00:00:00+00:00,AUD,3.55,IR3TIB01AUM156N
2012-08-01 00:00:00+00:00,AUD,3.62,IR3TIB01AUM156N
2012-09-01 00:00:00+00:00,AUD,3.49,IR3TIB01AUM156N
2012-10-01 00:00:00+00:00,AUD,3.16,IR3TIB01AUM156N
2012-11-01 00:00:00+00:00,AUD,3.24,IR3TIB01AUM156N
2012-12-01 00:00:00+00:00,AUD,3.11,IR3TIB01AUM156N
2013-01-01 00:00:00+00:00,AUD,3.0,IR3TIB01AUM156N
2013-02-01 00:00:00+00:00,AUD,2.94,IR3TIB01AUM156N
2013-03-01 00:00:00+00:00,AUD,3.05,IR3TIB01AUM156N
2013-04-01 00:00:00+00:00,AUD,3.02,IR3TIB01AUM156N
2013-05-01 00:00:00+00:00,AUD,2.82,IR3TIB01AUM156N
2013-06-01 00:00:00+00:00,AUD,2.8,IR3TIB01AUM156N
2013-07-01 00:00:00+00:00,AUD,2.76,IR3TIB01AUM156N
2013-08-01 00:00:00+00:00,AUD,2.6,IR3TIB01AUM156N
2013-09-01 00:00:00+00:00,AUD,2.58,IR3TIB01AUM156N
2013-10-01 00:00:00+00:00,AUD,2.58,IR3TIB01AUM156N
2013-11-01 00:00:00+00:00,AUD,2.58,IR3TIB01AUM156N
2013-12-01 00:00:00+00:00,AUD,2.6,IR3TIB01AUM156N
2014-01-01 00:00:00+00:00,AUD,2.62,IR3TIB01AUM156N
2014-02-01 00:00:00+00:00,AUD,2.63,IR3TIB01AUM156N
2014-03-01 00:00:00+00:00,AUD,2.65,IR3TIB01AUM156N
2014-04-01 00:00:00+00:00,AUD,2.68,IR3TIB01AUM156N
2014-05-01 00:00:00+00:00,AUD,2.69,IR3TIB01AUM156N
2014-06-01 00:00:00+00:00,AUD,2.7,IR3TIB01AUM156N
2014-07-01 00:00:00+00:00,AUD,2.65,IR3TIB01AUM156N
2014-08-01 00:00:00+00:00,AUD,2.63,IR3TIB01AUM156N
2014-09-01 00:00:00+00:00,AUD,2.66,IR3TIB01AUM156N
2014-10-01 00:00:00+00:00,AUD,2.72,IR3TIB01AUM156N
2014-11-01 00:00:00+00:00,AUD,2.75,IR3TIB01AUM156N
2014-12-01 00:00:00+00:00,AUD,2.75,IR3TIB01AUM156N
2015-01-01 00:00:00+00:00,AUD,2.7,IR3TIB01AUM156N
2015-02-01 00:00:00+00:00,AUD,2.36,IR3TIB01AUM156N
2015-03-01 00:00:00+00:00,AUD,2.3,IR3TIB01AUM156N
2015-04-01 00:00:00+00:00,AUD,2.25,IR3TIB01AUM156N
2015-05-01 00:00:00+00:00,AUD,2.15,IR3TIB01AUM156N
2015-06-01 00:00:00+00:00,AUD,2.15,IR3TIB01AUM156N
2015-07-01 00:00:00+00:00,AUD,2.14,IR3TIB01AUM156N
2015-08-01 00:00:00+00:00,AUD,2.14,IR3TIB01AUM156N
2015-09-01 00:00:00+00:00,AUD,2.17,IR3TIB01AUM156N
2015-10-01 00:00:00+00:00,AUD,2.15,IR3TIB01AUM156N
2015-11-01 00:00:00+00:00,AUD,2.22,IR3TIB01AUM156N
2015-12-01 00:00:00+00:00,AUD,2.34,IR3TIB01AUM156N
2016-01-01 00:00:00+00:00,AUD,2.3,IR3TIB01AUM156N
2016-02-01 00:00:00+00:00,AUD,2.28,IR3TIB01AUM156N
2016-03-01 00:00:00+00:00,AUD,2.31,IR3TIB01AUM156N
2016-04-01 00:00:00+00:00,AUD,2.26,IR3TIB01AUM156N
2016-05-01 00:00:00+00:00,AUD,2.0,IR3TIB01AUM156N
2016-06-01 00:00:00+00:00,AUD,1.99,IR3TIB01AUM156N
2016-07-01 00:00:00+00:00,AUD,1.93,IR3TIB01AUM156N
2016-08-01 00:00:00+00:00,AUD,1.76,IR3TIB01AUM156N
2016-09-01 00:00:00+00:00,AUD,1.73,IR3TIB01AUM156N
2016-10-01 00:00:00+00:00,AUD,1.74,IR3TIB01AUM156N
2016-11-01 00:00:00+00:00,AUD,1.76,IR3TIB01AUM156N
2016-12-01 00:00:00+00:00,AUD,1.78,IR3TIB01AUM156N
2017-01-01 00:00:00+00:00,AUD,1.78,IR3TIB01AUM156N
2017-02-01 00:00:00+00:00,AUD,1.78,IR3TIB01AUM156N
2017-03-01 00:00:00+00:00,AUD,1.79,IR3TIB01AUM156N
2017-04-01 00:00:00+00:00,AUD,1.77,IR3TIB01AUM156N
2017-05-01 00:00:00+00:00,AUD,1.73,IR3TIB01AUM156N
2017-06-01 00:00:00+00:00,AUD,1.72,IR3TIB01AUM156N
2017-07-01 00:00:00+00:00,AUD,1.7,IR3TIB01AUM156N
2017-08-01 00:00:00+00:00,AUD,1.7,IR3TIB01AUM156N
2017-09-01 00:00:00+00:00,AUD,1.72,IR3TIB01AUM156N
2017-10-01 00:00:00+00:00,AUD,1.7,IR3TIB01AUM156N
2017-11-01 00:00:00+00:00,AUD,1.72,IR3TIB01AUM156N
2017-12-01 00:00:00+00:00,AUD,1.77,IR3TIB01AUM156N
2018-01-01 00:00:00+00:00,AUD,1.79,IR3TIB01AUM156N
2018-02-01 00:00:00+00:00,AUD,1.77,IR3TIB01AUM156N
2018-03-01 00:00:00+00:00,AUD,1.93,IR3TIB01AUM156N
2018-04-01 00:00:00+00:00,AUD,2.06,IR3TIB01AUM156N
2018-05-01 00:00:00+00:00,AUD,1.96,IR3TIB01AUM156N
2018-06-01 00:00:00+00:00,AUD,2.07,IR3TIB01AUM156N
2018-07-01 00:00:00+00:00,AUD,2.02,IR3TIB01AUM156N
2018-08-01 00:00:00+00:00,AUD,1.96,IR3TIB01AUM156N
2018-09-01 00:00:00+00:00,AUD,1.93,IR3TIB01AUM156N
2018-10-01 00:00:00+00:00,AUD,1.93,IR3TIB01AUM156N
2018-11-01 00:00:00+00:00,AUD,1.94,IR3TIB01AUM156N
2018-12-01 00:00:00+00:00,AUD,2.02,IR3TIB01AUM156N
2019-01-01 00:00:00+00:00,AUD,2.07,IR3TIB01AUM156N
2019-02-01 00:00:00+00:00,AUD,1.96,IR3TIB01AUM156N
2019-03-01 00:00:00+00:00,AUD,1.83,IR3TIB01AUM156N
2019-04-01 00:00:00+00:00,AUD,1.68,IR3TIB01AUM156N
2019-05-01 00:00:00+00:00,AUD,1.54,IR3TIB01AUM156N
2019-06-01 00:00:00+00:00,AUD,1.29,IR3TIB01AUM156N
2019-07-01 00:00:00+00:00,AUD,1.11,IR3TIB01AUM156N
2019-08-01 00:00:00+00:00,AUD,0.98,IR3TIB01AUM156N
2019-09-01 00:00:00+00:00,AUD,0.98,IR3TIB01AUM156N
2019-10-01 00:00:00+00:00,AUD,0.88,IR3TIB01AUM156N
2019-11-01 00:00:00+00:00,AUD,0.91,IR3TIB01AUM156N
2019-12-01 00:00:00+00:00,AUD,0.9,IR3TIB01AUM156N
2020-01-01 00:00:00+00:00,AUD,0.89,IR3TIB01AUM156N
2020-02-01 00:00:00+00:00,AUD,0.89,IR3TIB01AUM156N
2020-03-01 00:00:00+00:00,AUD,0.53,IR3TIB01AUM156N
2020-04-01 00:00:00+00:00,AUD,0.17,IR3TIB01AUM156N
2020-05-01 00:00:00+00:00,AUD,0.1,IR3TIB01AUM156N
2020-06-01 00:00:00+00:00,AUD,0.1,IR3TIB01AUM156N
2020-07-01 00:00:00+00:00,AUD,0.1,IR3TIB01AUM156N
2020-08-01 00:00:00+00:00,AUD,0.1,IR3TIB01AUM156N
2020-09-01 00:00:00+00:00,AUD,0.09,IR3TIB01AUM156N
2020-10-01 00:00:00+00:00,AUD,0.07,IR3TIB01AUM156N
2020-11-01 00:00:00+00:00,AUD,0.02,IR3TIB01AUM156N
2020-12-01 00:00:00+00:00,AUD,0.02,IR3TIB01AUM156N
2021-01-01 00:00:00+00:00,AUD,0.01,IR3TIB01AUM156N
2021-02-01 00:00:00+00:00,AUD,0.01,IR3TIB01AUM156N
2021-03-01 00:00:00+00:00,AUD,0.03,IR3TIB01AUM156N
2021-04-01 00:00:00+00:00,AUD,0.04,IR3TIB01AUM156N
2021-05-01 00:00:00+00:00,AUD,0.04,IR3TIB01AUM156N
2021-06-01 00:00:00+00:00,AUD,0.03,IR3TIB01AUM156N
2021-07-01 00:00:00+00:00,AUD,0.02,IR3TIB01AUM156N
2021-08-01 00:00:00+00:00,AUD,0.01,IR3TIB01AUM156N
2021-09-01 00:00:00+00:00,AUD,0.01,IR3TIB01AUM156N
2021-10-01 00:00:00+00:00,AUD,0.04,IR3TIB01AUM156N
2021-11-01 00:00:00+00:00,AUD,0.04,IR3TIB01AUM156N
2021-12-01 00:00:00+00:00,AUD,0.06,IR3TIB01AUM156N
2022-01-01 00:00:00+00:00,AUD,0.07,IR3TIB01AUM156N
2022-02-01 00:00:00+00:00,AUD,0.07,IR3TIB01AUM156N
2022-03-01 00:00:00+00:00,AUD,0.17,IR3TIB01AUM156N
2022-04-01 00:00:00+00:00,AUD,0.41,IR3TIB01AUM156N
2022-05-01 00:00:00+00:00,AUD,1.0,IR3TIB01AUM156N
2022-06-01 00:00:00+00:00,AUD,1.6,IR3TIB01AUM156N
2022-07-01 00:00:00+00:00,AUD,2.07,IR3TIB01AUM156N
2022-08-01 00:00:00+00:00,AUD,2.31,IR3TIB01AUM156N
2022-09-01 00:00:00+00:00,AUD,2.76,IR3TIB01AUM156N
2022-10-01 00:00:00+00:00,AUD,2.95,IR3TIB01AUM156N
2022-11-01 00:00:00+00:00,AUD,3.06,IR3TIB01AUM156N
2022-12-01 00:00:00+00:00,AUD,3.17,IR3TIB01AUM156N
2023-01-01 00:00:00+00:00,AUD,3.32,IR3TIB01AUM156N
2023-02-01 00:00:00+00:00,AUD,3.46,IR3TIB01AUM156N
2023-03-01 00:00:00+00:00,AUD,3.64,IR3TIB01AUM156N
2023-04-01 00:00:00+00:00,AUD,3.66,IR3TIB01AUM156N
2023-05-01 00:00:00+00:00,AUD,3.9,IR3TIB01AUM156N
2023-06-01 00:00:00+00:00,AUD,4.25,IR3TIB01AUM156N
2023-07-01 00:00:00+00:00,AUD,4.3,IR3TIB01AUM156N
2023-08-01 00:00:00+00:00,AUD,4.15,IR3TIB01AUM156N
2023-09-01 00:00:00+00:00,AUD,4.13,IR3TIB01AUM156N
2023-10-01 00:00:00+00:00,AUD,4.21,IR3TIB01AUM156N
2023-11-01 00:00:00+00:00,AUD,4.38,IR3TIB01AUM156N
2023-12-01 00:00:00+00:00,AUD,4.35,IR3TIB01AUM156N
2024-01-01 00:00:00+00:00,AUD,4.35,IR3TIB01AUM156N
2024-02-01 00:00:00+00:00,AUD,4.34,IR3TIB01AUM156N
2024-03-01 00:00:00+00:00,AUD,4.35,IR3TIB01AUM156N
2024-04-01 00:00:00+00:00,AUD,4.37,IR3TIB01AUM156N
2024-05-01 00:00:00+00:00,AUD,4.36,IR3TIB01AUM156N
2024-06-01 00:00:00+00:00,AUD,4.39,IR3TIB01AUM156N
2024-07-01 00:00:00+00:00,AUD,4.46,IR3TIB01AUM156N
2024-08-01 00:00:00+00:00,AUD,4.38,IR3TIB01AUM156N
2024-09-01 00:00:00+00:00,AUD,4.42,IR3TIB01AUM156N
2024-10-01 00:00:00+00:00,AUD,4.41,IR3TIB01AUM156N
2024-11-01 00:00:00+00:00,AUD,4.42,IR3TIB01AUM156N
2024-12-01 00:00:00+00:00,AUD,4.44,IR3TIB01AUM156N
2025-01-01 00:00:00+00:00,AUD,4.33,IR3TIB01AUM156N
2025-02-01 00:00:00+00:00,AUD,4.17,IR3TIB01AUM156N
2025-03-01 00:00:00+00:00,AUD,4.12,IR3TIB01AUM156N
2025-04-01 00:00:00+00:00,AUD,4.02,IR3TIB01AUM156N
2025-05-01 00:00:00+00:00,AUD,3.78,IR3TIB01AUM156N
2025-06-01 00:00:00+00:00,AUD,3.69,IR3TIB01AUM156N
2025-07-01 00:00:00+00:00,AUD,3.68,IR3TIB01AUM156N
