instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_CHF,long,442,2023-03-31T17:00:00+00:00,2023-04-04T05:00:00+00:00,0.9140900,0.91134,0.91134,-1.333750301753461935172383523,-1.097285316127899576447867974,10,1.7,stop,next_bar_open,False,False,
USD_CHF,long,473,2023-04-21T17:00:00+00:00,2023-04-24T05:00:00+00:00,0.8930600,0.89054,0.89054,-1.338468794214746109102342399,-1.122914186897837267276034765,4,1.7,stop,next_bar_open,False,False,
USD_CHF,short,239,2023-05-17T17:00:00+00:00,2023-05-18T13:00:00+00:00,0.8980000,0.90283,0.90283,-1.278612806397660689166288227,-1.107628235658983418805312185,6,1.7,stop,next_bar_open,False,False,
USD_CHF,short,286,2023-05-30T09:00:00+00:00,2023-05-31T01:00:00+00:00,0.9045700,0.90865,0.90865,-1.284190832553788587464920486,-1.100533758873053430913993286,5,1.6,stop,next_bar_open,False,False,
USD_CHF,long,302,2023-06-22T09:00:00+00:00,2023-06-26T05:00:00+00:00,0.8943100,0.89509,0.89048,0.2631690667977521813448926924,0.2275250002574241188809958781,12,1.7,time,next_bar_open,False,False,
USD_CHF,short,176,2023-08-14T17:00:00+00:00,2023-08-16T13:00:00+00:00,0.8767600,0.87943,0.88309,-0.5343461105488782506851028507,-0.4796299283255046771193297166,12,1.7,time,next_bar_open,False,False,
USD_CHF,long,301,2023-08-24T09:00:00+00:00,2023-08-28T05:00:00+00:00,0.8795600,0.88416,0.87580,1.566006152732537097357944263,1.383691023478950570225086823,12,1.6,time,next_bar_open,False,False,
USD_CHF,long,256,2023-08-30T17:00:00+00:00,2023-09-01T13:00:00+00:00,0.8786700,0.88575,0.87427,2.046265876375952582557154953,1.816642290816719267184974213,12,1.5,time,next_bar_open,False,False,
USD_CHF,long,185,2023-10-06T13:00:00+00:00,2023-10-06T13:00:00+00:00,0.9169200,0.91064,0.91064,-1.275806026530791531230782746,-1.098128788544320477905648774,1,1.4,stop,next_bar_open,False,False,
USD_CHF,long,332,2023-10-18T17:00:00+00:00,2023-10-19T13:00:00+00:00,0.8987100,0.89521,0.89521,-1.298019459121323488343517164,-1.117056333150880798918689470,6,1.4,stop,next_bar_open,False,False,
USD_CHF,short,362,2023-12-07T14:00:00+00:00,2023-12-07T14:00:00+00:00,0.8750800,0.87822,0.87822,-1.294299833754640067409077452,-1.138666848853362483204663979,1,1.5,stop,next_bar_open,False,False,
