date,close
2000-06-09,0.46970000863075256
2001-01-03,0.4449999928474426
2001-01-05,0.45350000262260437
2001-01-09,0.4480000138282776
2001-01-12,0.4449999928474426
2001-01-19,0.44749999046325684
2001-01-26,0.43650001287460327
2001-02-01,0.44749999046325684
2001-02-02,0.4449999928474426
2001-02-09,0.43650001287460327
2001-02-16,0.42750000953674316
2001-02-21,0.42800000309944153
2001-02-23,0.4345000088214874
2001-02-28,0.43050000071525574
2001-03-01,0.4287000000476837
2001-03-02,0.43470001220703125
2001-03-08,0.41999998688697815
2001-03-09,0.41999998688697815
2001-03-12,0.4180000126361847
2001-03-13,0.41600000858306885
2001-03-14,0.4165000021457672
2001-03-15,0.4099999964237213
2001-03-16,0.40950000286102295
2001-03-19,0.41749998927116394
2001-03-20,0.4180000126361847
2001-03-21,0.414000004529953
2001-03-22,0.4115000069141388
2001-03-23,0.4115000069141388
2001-03-26,0.41499999165534973
2001-03-27,0.41100001335144043
2001-03-28,0.4090000092983246
2001-03-29,0.4074999988079071
2001-03-30,0.4074999988079071
2001-04-02,0.3977999985218048
2001-04-03,0.4034999907016754
2001-04-04,0.4050000011920929
2001-04-05,0.40400001406669617
2001-04-06,0.4050000011920929
2001-04-09,0.4050000011920929
2001-04-10,0.40149998664855957
2001-04-12,0.4065999984741211
2001-04-16,0.40950000286102295
2001-04-17,0.40149998664855957
2001-04-18,0.40299999713897705
2001-04-19,0.40799999237060547
2001-04-20,0.4129999876022339
2001-04-23,0.4099999964237213
2001-04-24,0.4074999988079071
2001-04-25,0.40849998593330383
2001-04-26,0.4099999964237213
2001-04-27,0.41100001335144043
2001-04-30,0.41200000047683716
2001-05-01,0.4180000126361847
2001-05-02,0.42250001430511475
2001-05-03,0.41999998688697815
2001-05-04,0.42100000381469727
2001-05-07,0.42100000381469727
2001-05-08,0.4194999933242798
2001-05-09,0.4259999990463257
2001-05-10,0.4259999990463257
2001-05-11,0.42250001430511475
2001-05-14,0.41850000619888306
2001-05-15,0.41749998927116394
2001-05-16,0.4205000102519989
2001-05-17,0.4259999990463257
2001-05-22,0.42399999499320984
2001-05-23,0.41999998688697815
2001-05-24,0.421999990940094
2001-05-25,0.4244999885559082
2001-05-29,0.42149999737739563
2001-05-30,0.4169999957084656
2001-05-31,0.40799999237060547
2001-06-01,0.4104999899864197
2001-06-04,0.4090000092983246
2001-06-05,0.4090000092983246
2001-06-06,0.4129999876022339
2001-06-07,0.4165000021457672
2001-06-08,0.4189999997615814
2001-06-11,0.41929998993873596
2001-06-12,0.41929998993873596
2001-06-13,0.4228000044822693
2001-06-14,0.41499999165534973
2001-06-15,0.41600000858306885
2001-06-18,0.41499999165534973
2001-06-19,0.4129999876022339
2001-06-20,0.4104999899864197
2001-06-21,0.41100001335144043
2001-06-22,0.41100001335144043
2001-06-25,0.41100001335144043
2001-06-26,0.41499999165534973
2001-06-27,0.41499999165534973
2001-06-28,0.4065000116825104
2001-06-29,0.40299999713897705
2001-07-02,0.4034999907016754
2001-07-03,0.4059999883174896
2001-07-05,0.4034999907016754
2001-07-06,0.4034999907016754
2001-07-09,0.40549999475479126
2001-07-10,0.40549999475479126
2001-07-11,0.4043999910354614
2001-07-12,0.40400001406669617
2001-07-13,0.4059999883174896
2001-07-16,0.4059999883174896
2001-07-17,0.4059999883174896
2001-07-18,0.4099999964237213
2001-07-19,0.41350001096725464
2001-07-20,0.40799999237060547
2001-07-23,0.40799999237060547
2001-07-24,0.40799999237060547
2001-07-25,0.40950000286102295
2001-07-26,0.4099999964237213
2001-07-27,0.4099999964237213
2001-07-30,0.4099999964237213
2001-07-31,0.4099999964237213
2001-08-01,0.4154999852180481
2001-08-02,0.4154999852180481
2001-08-03,0.4180000126361847
2001-08-06,0.4180000126361847
2001-08-07,0.4180000126361847
2001-08-08,0.421999990940094
2001-08-09,0.421999990940094
2001-08-10,0.42500001192092896
2001-08-13,0.4269999861717224
2001-08-14,0.42899999022483826
2001-08-16,0.4320000112056732
2001-08-17,0.4390000104904175
2001-08-22,0.4399999976158142
2001-08-23,0.4399999976158142
2001-08-27,0.438400000333786
2001-08-28,0.43799999356269836
2001-08-29,0.43950000405311584
2001-08-30,0.4410000145435333
2001-08-31,0.43700000643730164
2001-09-04,0.43149998784065247
2001-09-05,0.43299999833106995
2001-09-06,0.4345000088214874
2001-09-07,0.4359999895095825
2001-09-10,0.43140000104904175
2001-09-11,0.42590001225471497
2001-09-12,0.42590001225471497
2001-09-13,0.42239999771118164
2001-09-14,0.4214000105857849
2001-09-17,0.41100001335144043
2001-09-18,0.40849998593330383
2001-09-19,0.40950000286102295
2001-09-20,0.4090000092983246
2001-09-21,0.4000000059604645
2001-09-24,0.4000000059604645
2001-09-25,0.40400001406669617
2001-09-26,0.4034999907016754
2001-09-27,0.39649999141693115
2001-09-28,0.4050000011920929
2001-10-01,0.40400001406669617
2001-10-02,0.40299999713897705
2001-10-03,0.4059999883174896
2001-10-04,0.4059999883174896
2001-10-05,0.41200000047683716
2001-10-08,0.41200000047683716
2001-10-09,0.4099999964237213
2001-10-10,0.41100001335144043
2001-10-11,0.4099999964237213
2001-10-12,0.4115000069141388
2001-10-15,0.4198000133037567
2001-10-16,0.4180000126361847
2001-10-17,0.4180000126361847
2001-10-18,0.414000004529953
2001-10-19,0.4129999876022339
2001-10-22,0.41600000858306885
2001-10-23,0.41600000858306885
2001-10-24,0.41749998927116394
2001-10-25,0.4129999876022339
2001-10-26,0.4115000069141388
2001-10-29,0.41280001401901245
2001-10-30,0.41280001401901245
2001-10-31,0.4099999964237213
2001-11-01,0.41600000858306885
2001-11-02,0.413100004196167
2001-11-05,0.413100004196167
2001-11-06,0.4189999997615814
2001-11-07,0.4180000126361847
2001-11-08,0.41749998927116394
2001-11-09,0.41850000619888306
2001-11-12,0.41850000619888306
2001-11-13,0.42149999737739563
2001-11-14,0.4194999933242798
2001-11-15,0.4180000126361847
2001-11-16,0.41350001096725464
2001-11-19,0.4142000079154968
2001-11-20,0.41350001096725464
2001-11-21,0.4090000092983246
