instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
AUD_USD,short,253,2022-10-04T09:00:00+00:00,2022-10-06T05:00:00+00:00,0.6501700,0.64799,0.65519,0.5515400,0.4342629482071713147410358566,12,1.6,time,next_bar_open,False,False,
AUD_USD,long,341,2022-10-07T09:00:00+00:00,2022-10-07T09:00:00+00:00,0.6417750,0.63806,0.63806,-1.2668150,-1,1,1.1,stop,next_bar_open,False,False,
AUD_USD,short,257,2022-10-20T17:00:00+00:00,2022-10-21T13:00:00+00:00,0.6311450,0.63605,0.63605,-1.2605850,-1,6,1.3,stop,next_bar_open,False,False,
AUD_USD,short,323,2022-12-01T10:00:00+00:00,2022-12-01T14:00:00+00:00,0.6804950,0.68441,0.68441,-1.2645450,-1,2,1.3,stop,next_bar_open,False,False,
AUD_USD,short,286,2022-12-01T18:00:00+00:00,2022-12-05T02:00:00+00:00,0.6806250,0.68503,0.68503,-1.2598300,-1,9,1.5,stop,next_bar_open,False,False,
AUD_USD,short,284,2022-12-13T18:00:00+00:00,2022-12-15T14:00:00+00:00,0.6852900,0.66815,0.68973,4.8677600,3.860360360360360360360360360,12,1.6,time,next_bar_open,False,False,
AUD_USD,short,296,2023-01-03T06:00:00+00:00,2023-01-04T06:00:00+00:00,0.6794700,0.68375,0.68375,-1.2668800,-1,7,1.2,stop,next_bar_open,False,False,
AUD_USD,long,336,2023-01-19T14:00:00+00:00,2023-01-23T10:00:00+00:00,0.6905700,0.69755,0.68680,2.3452800,1.851458885941644562334217507,12,1.2,time,next_bar_open,False,False,
AUD_USD,short,314,2023-02-14T14:00:00+00:00,2023-02-16T10:00:00+00:00,0.6992950,0.68791,0.70335,3.5748900,2.807644882860665844636251541,12,1.3,time,next_bar_open,False,False,
AUD_USD,long,200,2023-02-16T18:00:00+00:00,2023-02-17T02:00:00+00:00,0.6900000,0.68363,0.68363,-1.2740000,-1,3,1.4,stop,next_bar_open,False,False,
AUD_USD,short,415,2023-03-31T05:00:00+00:00,2023-04-03T09:00:00+00:00,0.6709600,0.67405,0.67405,-1.2823500,-1,8,1.2,stop,next_bar_open,False,False,
AUD_USD,long,433,2023-04-06T17:00:00+00:00,2023-04-07T09:00:00+00:00,0.6679950,0.66503,0.66503,-1.2838450,-1,5,1.3,stop,next_bar_open,False,False,
AUD_USD,short,528,2023-04-20T17:00:00+00:00,2023-04-24T13:00:00+00:00,0.6749950,0.66862,0.67743,3.3660000,2.618069815195071868583162218,12,1.3,time,next_bar_open,False,False,
