instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_CAD,short,194,2022-06-27T05:00:00+00:00,2022-07-05T13:00:00+00:00,1.2868300,1.30352,1.30352,-2.483935804590646863876273475,-0.7671535534552596047624892599,39,1.7,stop,next_bar_open,False,False,
USD_CAD,long,178,2022-08-05T13:00:00+00:00,2022-08-10T13:00:00+00:00,1.2963100,1.27806,1.27806,-2.541742954164906185938062376,-0.7824358793796848348277858630,19,1.5,stop,next_bar_open,False,False,
USD_CAD,long,148,2022-11-21T10:00:00+00:00,2022-11-30T06:00:00+00:00,1.3441800,1.35299,1.32156,0.9637026142100089431555296048,0.2878649049543602119493421287,42,1.9,time,next_bar_open,False,False,
USD_CAD,long,110,2022-12-07T10:00:00+00:00,2022-12-16T06:00:00+00:00,1.3692900,1.36698,1.33837,-0.1858842119123908177149629109,-0.05465253790203187631276105813,42,2.0,time,next_bar_open,False,False,
