instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
EUR_USD,short,142,2023-01-03T10:00:00+00:00,2023-01-09T10:00:00+00:00,1.0545600,1.07227,1.07227,-2.5148200,-1,25,1.4,stop,next_bar_open,False,False,
EUR_USD,long,160,2023-01-23T10:00:00+00:00,2023-02-01T06:00:00+00:00,1.0913700,1.08827,1.07571,-0.4960000,-0.1979565772669220945083014049,42,1.3,time,next_bar_open,False,False,
EUR_USD,short,144,2023-05-11T09:00:00+00:00,2023-05-22T05:00:00+00:00,1.0926600,1.08111,1.11000,1.6632000,0.6660899653979238754325259516,42,1.4,time,next_bar_open,False,False,
EUR_USD,short,141,2023-05-31T09:00:00+00:00,2023-06-09T05:00:00+00:00,1.0659300,1.07642,1.08376,-1.4790900,-0.5883342680874929893438025799,42,1.5,time,next_bar_open,False,False,
