instrument,side,units,entry_time,exit_time,entry_price,exit_price,stop_price,pnl,r_multiple,bars_held,spread_paid_pips,exit_reason,fill_timing,ambiguous_exit,gap_fill,gap_fill_distance_pips
USD_CHF,long,878,2023-04-20T13:00:00+00:00,2023-04-21T09:00:00+00:00,0.8931500,0.89181,0.89181,-1.319249615949585674078559334,-1.121315078323858220921496731,10,1.4,stop,next_bar_open,False,False,
USD_CHF,long,309,2023-05-30T09:00:00+00:00,2023-05-31T09:00:00+00:00,0.9049700,0.91064,0.90124,1.923954581393305806905033822,1.669273520387747214403492909,12,1.6,time,next_bar_open,False,False,
USD_CHF,short,1026,2023-08-08T13:00:00+00:00,2023-08-09T13:00:00+00:00,0.8774250,0.87696,0.87859,0.5440270935960591133004926108,0.4551423450343089236089088094,12,1.9,time,next_bar_open,False,False,
USD_CHF,short,443,2023-08-14T13:00:00+00:00,2023-08-15T13:00:00+00:00,0.8805200,0.8784,0.88309,1.069171220400728597449908925,0.9390969077133521861467259181,12,1.6,time,next_bar_open,False,False,
USD_CHF,long,874,2023-08-22T09:00:00+00:00,2023-08-23T09:00:00+00:00,0.8776750,0.88116,0.87634,3.456682100867038903263879432,2.962557187554777554884665991,12,1.5,time,next_bar_open,False,False,
USD_CHF,long,486,2023-10-06T09:00:00+00:00,2023-10-06T13:00:00+00:00,0.9131100,0.91066,0.91066,-1.307513232161289614126018492,-1.098104671337271868754529682,2,1.6,stop,next_bar_open,False,False,
USD_CHF,long,508,2023-10-18T05:00:00+00:00,2023-10-18T13:00:00+00:00,0.8994500,0.89713,0.89713,-1.313700355578344275634523425,-1.114665656036471860265513360,4,1.8,stop,next_bar_open,False,False,
USD_CHF,long,407,2023-11-08T14:00:00+00:00,2023-11-09T14:00:00+00:00,0.9003350,0.90044,0.89748,0.04746013060281640087068544267,0.04084401313512343177466614687,12,1.5,time,next_bar_open,False,False,
USD_CHF,short,226,2023-12-07T10:00:00+00:00,2023-12-07T14:00:00+00:00,0.8732500,0.87819,0.87819,-1.271296644234163449822931256,-1.138705747047905350778305378,2,1.6,stop,next_bar_open,False,False,
