state,horizon_min,n,mean_ret,median_ret,std_ret,t_stat,hit_rate,p_pos,p_neg,mean_mfe,mean_mae,mfe_mae,mean_spread,mean_vol
A1_trend_cont_long,5,6255,-0.04722621902477788,0.0,3.3192938653356396,-1.1252554645798774,0.47865707434052757,0.47865707434052757,0.4940047961630695,1.5429576338928952,1.5580815347721844,0.9902932545301614,1.6008467806358417,6.895202316189577
A1_trend_cont_long,10,6252,-0.04219449776070282,-0.09999999999843467,4.540923766862158,-0.7347187032281793,0.4750479846449136,0.4750479846449136,0.5023992322456814,2.373864363403718,2.3881637875879766,0.9940123770996876,1.6008467806358417,6.895202316189577
A1_trend_cont_long,15,6245,-0.12397117694155063,-0.1999999999990898,5.647594510335615,-1.7346962443102456,0.4747798238590873,0.4747798238590873,0.51048839071257,2.999055244195347,3.08533226581265,0.9720363921340646,1.6008467806358417,6.895202316189577
A1_trend_cont_long,30,6235,-0.29129109863672353,-0.2999999999997449,8.403106781317563,-2.7371938788444856,0.47185244587008823,0.47185244587008823,0.5169206094627105,4.5442662389735355,4.7293825180433,0.9608582561542616,1.6008467806358417,6.895202316189577
A1_trend_cont_long,60,6208,-0.437773840206181,-0.40000000000040004,11.486475905654705,-3.0028860631932077,0.47052190721649484,0.47052190721649484,0.5219072164948454,6.639900128865979,7.100193298969056,0.9351717410045849,1.6008467806358417,6.895202316189577
A1_trend_cont_short,5,6305,-0.06929421094367647,0.0,3.2284161106702873,-1.7043154985610907,0.47295796986518635,0.47295796986518635,0.49754163362410786,1.507533703409995,1.5837747819190886,0.9518611614609048,1.6211660329530746,6.850044453746876
A1_trend_cont_short,10,6306,-0.1011734855693008,-0.10000000000065512,4.533647424716958,-1.7721315308221683,0.47573739295908657,0.47573739295908657,0.5066603235014272,2.3228512527751426,2.4253568030447163,0.9577358885336411,1.6211660329530746,6.850044453746876
A1_trend_cont_short,15,6299,-0.11681219241149489,-0.1999999999990898,5.762344634412741,-1.6088840650760037,0.47436100968407685,0.47436100968407685,0.51119225273853,2.9877758374345245,3.102492459120495,0.96302436727969,1.6211660329530746,6.850044453746876
A1_trend_cont_short,30,6288,-0.15443702290075384,-0.1999999999990898,7.775378834391379,-1.5750202053467148,0.4755089058524173,0.4755089058524173,0.5098600508905853,4.4921914758269725,4.602989821882937,0.9759290482179167,1.6211660329530746,6.850044453746876
A1_trend_cont_short,60,6257,0.025827073677475464,-0.1999999999990898,11.094061093724598,0.1841483050258106,0.486015662458047,0.486015662458047,0.5063129295189388,6.752501198657498,6.733546428000635,1.002814975861463,1.6211660329530746,6.850044453746876
